id,name,dir,county,town,latitude and longitude,loc
1060,中社觀光花市,"24°20'02.4""N 120°43'49.0""E",台中市,后里區,"24.334001, 120.730276",台中市后里區三豐路五段333號
1061,泰安鄉間風情,　,台中市,后里區,　,　
1062,彩虹眷村,"24°08'01.3""N 120°36'35.4""E",台中市,南屯區,"24.133688, 120.609831",　
1063,路思義教堂,"24°10'44.1""N 120°36'02.0""E",台中市,西屯區,"24.178925, 120.600543",　
1064,逢甲夜市,"24°10'32.7""N 120°38'45.1""E",台中市,西屯區,"24.175736, 120.645858",台中市西屯區福星路599-565
1065,國家歌劇院,"24°09'45.0""N 120°38'29.6""E",台中市,西屯區,"24.162503, 120.641548",台中市西屯區惠來路二段
1066,審計新村,"24°08'41.2""N 120°39'45.5""E",台中市,西屯區,"24.144772, 120.662643",　
1067,台中都會公園,"24°12'18.8""N 120°35'55.7""E",台中市,西屯區,"24.205216, 120.598808",台中市西屯區公園南側停車場
1068,草悟道,"24°08'58.0""N 120°39'53.1""E",台中市,西區,"24.149445, 120.664752",台中市西區英才路534號
1069,台中文學館,"24°08'23.0""N 120°40'21.9""E",台中市,西區,"24.139719, 120.672743",台中市西區樂群街38號臺中文學館
1070,卓蘭大峽谷,"24°17'35.1""N 120°49'46.4""E",台中市,東勢區,"24.293076, 120.829556",台中市東勢區田中央
1071,武陵農場,"24°21'08.7""N 121°18'30.8""E",台中市,和平區,"24.352407, 121.308565",台中市和平区武陵路3之16號
1072,秋紅谷,"24°10'02.0""N 120°38'25.2""E",台中市,西屯區,"24.167208, 120.640321",　
1073,豐樂雕塑公園,"24°07'55.5""N 120°38'33.7""E",台中市,南屯區,"24.132072, 120.642701",台中市南屯區文心南五路一段330-346
1074,台中文創園區,"24°07'59.0""N 120°40'51.1""E",台中市,南區,"24.133064, 120.680872",台中市南區臺中文化創意產業園區
1075,老樹根木工坊,"24°06'35.4""N 120°39'09.9""E",台中市,南區,"24.109844, 120.652750",台中市南區樹義路63號
1076,高美濕地,"24°18'07.3""N 120°32'49.1""E",台中市,清水區,"24.302020, 120.546978",台中市清水區高美濕地遊客中心
1077,清水荷花古厝,"24°17'07.7""N 120°35'16.3""E",台中市,清水區,"24.285484, 120.587854",台中市清水區中山路476號
1078,梧棲漁港,"24°17'36.2""N 120°31'16.1""E",台中市,清水區,"24.293383, 120.521124",台中市清水區梧棲漁港
1079,新社風光,　,台中市,新社區,　,　
1080,東豐綠廊,"24°16'18.3""N 120°44'24.6""E",台中市,豐原區,"24.271738, 120.740162",台中市石岡區國道4號線豐原后豐鐵馬道
1081,霧峰林家花園,"24°03'38.4""N 120°42'07.3""E",台中市,霧峰區,"24.060671, 120.702021",台中市霧峰區成功路41號林家花園停車場
1082,霧峰落雨松秘境,"24°00'59.9""N 120°41'13.4""E",台中市,霧峰區,"24.016636, 120.687046",台中市霧峰區北岸路66號霧峰落羽松秘境
1083,霧峰光復新村,"24°02'39.5""N 120°41'43.5""E",台中市,霧峰鄉,"24.044308, 120.695412",台中市霧峰區中華路
1084,六藝文化館,"24°08'04.0""N 120°40'26.0""E",台中市,西區,"24.134448, 120.673878",　
1085,自然科博館,"24°09'28.9""N 120°40'03.6""E",台中市,北區,"24.158024, 120.667675",　
1086,台中宮原,　,台中市,　,　,　
1087,台中旅遊。遊走市區近郊,　
1088,新社古堡花園(新社莊園),"24°11'22.96"",120°48'44.82""",台中市,新社區,"24.189722, 120.812444",台中市新社區協成里協中街65號
1089,紙箱王創意園區,"24°10'40.48"",120°44'20.72""",台中市,北屯區,"24.177917, 120.739083",台中市北屯區東山路二段2巷2號
1090,20號倉庫(鐵道藝術),"24°8'9.24"",120°41'7.22""",台中市,東區,"24.135889, 120.685333",台中市東區復興路四段37巷6號之1
1091,台中文化創意產業園區(舊台中酒廠),"24°7'59.41"",120°40'51.20""",台中市,南區,"24.133167, 120.680889",台中市南區復興路三段362號
1092,烏日聚奎居(三級古蹟),"24°7'9.73"",120°36'23.40""",台中市,烏日區,"24.133167, 120.680889",台中市烏日區學田路405巷36號
1093,彩虹眷村(干城六村) ,"24°8'2.40"",120°36'35.93""",台中市,南屯區,"24.134000, 120.609972",台中市南屯區春安里春安路56巷
1094,高美濕地,"24°18'44.68"",120°32'59.24""",台中市,清水區,"24.312417, 120.549778",台中市清水區大甲溪出海口
1095,台中旅遊。逛街掃貨、博物館知性之旅,　
1096,台中孔廟,"24°9'16.45"",120°41'23.89""",台中市,東區,"24.154583, 120.689972",台中市東區雙十路二段30號
1097,台中忠烈祠 ,"24°9'10.73"",120°41'25.55""",台中市,北區,"24.152972, 120.690444",台中市北區力行路264號
1098,國立自然科學博物館 ,"24°9'27.58"",120°40'3.72""",台中市,北區,"24.157667, 120.667694",台中市北區館前路1號
1099,逢甲夜市,"24°10'49.30"",120°38'46.90""",台中市,西屯區,"24.180361, 120.646361",台中市西屯區逢甲路跟福星路交叉口
1100,國立台灣美術館,"24°8'35.38"",120°39'47.27""",台中市,西屯區,"24.143167, 120.663139",台中市西區五權西路一段2號
1101,台中公園(中山公園),"24°8'33.72"",120°41'6.18""",台中市,中區,"24.142694, 120.685056",台中市中區公園路37-1號
1102,一中街商圈(一中夜市) ,"24°9'2.09"",120°41'7.91""",台中市,北區,"24.150583, 120.685528",台中市北區一中街
1103,經國綠園道,"24°9'4.72"",120°39'49.86""",台中市,西區,"24.151306, 120.663861",台中市西區
1104,精明一街,"24°9'21.17"",120°39'20.77""",台中市,西區,"24.155889, 120.655778",台中市西區精明一街75號
1105,台中溫泉、花海、單車之旅,　
1106,后里馬場,"24°17'54.71"",120°43'59.84""",台中市,后里區,"24.298528, 120.733278",台中市后里區廣福村寺山路41號
1107,后豐鐵馬道,"24°16'18.55"",120°44'25.33""",台中市,豐原區,"24.271833, 120.740361",台中市豐原區
1108,東豐自行車綠廊 ,"24°16'20.60"",120°44'27.20""",台中市,石岡區,"24.272389, 120.740889",台中市石岡區
1109,谷關溫泉,"24°12'14.04"",121°0'24.55""",台中市,和平區,"24.203889, 121.006833",台中市和平區博愛里
1110,八仙山國家森林遊樂區,"24°11'32.46"",121°0'52.60""",台中市,和平區,"24.192361, 121.014611",台中市和平區東關路一段200號之8
1111,新社古堡花園(新社莊園),"24°11'22.96"",120°48'44.82""",台中市,新社區,"24.189722, 120.812444",台中市新社區協成里協中街65號
1112,去奇幻旅行：造浪造夢的園地 跟著導演逛台中,　
1113,草悟道美術園道,"24°8'24.08""N 120°39'46.52""E",台中市,西區,"24.140028, 120.662917",台中市西區五權西三街、五權西四街
1114,國立台灣美術館,"24°8'29.98"",120°39'47.41""",台中市,西區,"24.141667, 120.663167",台中市西區五權西路一段2號
1115,國立自然科學博物館,"24°9'27.58"",120°40'3.72""",台中市,北區,"24.157667, 120.667694",台中市北區館前路1號
1116,台中水湳機場,"24°10'34.84""N 120°39'27.85""E",台中市,西屯區,"24.176333, 120.657750",台中市河南路二段136號
1117,苗栗台中之旅-住主題樂園親子飯店,　
1118,大湖酒莊,"24°25'44.69"",120°52'6.20""",台中市,大湖鄉,"24.429083, 120.868389",苗栗縣大湖鄉富興村9鄰八寮灣2-4號
1119,魚藤坪斷橋(龍騰斷橋) ,"24°21'30.71"",120°46'25.82""",台中市,三義鄉,"24.358528, 120.773833",苗栗縣三義鄉龍騰村
1120,福容大飯店-麗寶樂園,"24°19'26.18"",120°41'47.44""",台中市,后里區,"24.323944, 120.696500",台中市后里區福容路88號
1121,麗寶樂園(原月眉育樂世界),"24°19'28.60"",120°42'3.13""",台中市,后里區,"24.324611, 120.700861",台中市后里區福容路8號
1122,月眉觀光糖廠,"24°18'51.62"",120°41'40.02""",台中市,后里區,"24.314333, 120.694444",台中市后里區甲后路864號
1123,穿越黑森林 雪山圈谷 登高觀生態,"24°23'18.85"",121°14'11.11""",台中市,和平區,"24.388583, 121.236417",台中市和平區雪山圈谷
1124,台中武陵農場 覓花海暢享森林浴,"24°20'52.51"",121°18'35.75""",台中市,和平區,"24.347917, 121.309944",　
1125,梨山賞水果花 百花爭妍美不勝收 ,"24°15'17.03"",121°15'4.03""",台中市,和平區,"24.254722, 121.251111",　
1126,東勢林場 探美麗森林,"24°17'7.12"",120°52'3.54""",台中市,東勢區,"24.285306, 120.867639",彰化縣東勢區勢林街6號之1農會東勢林場
1127,勝興車站,"24°23'17.3""N 120°46'55.4""E",苗栗縣,三義鄉,"24.388128, 120.782046",苗栗縣三義鄉苗49鄉道
1128,龍騰斷橋,"24°21'28.0""N 120°46'22.5""E",苗栗縣,三義鄉,"24.357764, 120.772927",苗栗縣三義鄉龍騰斷橋遺址南斷橋
1129,佛頂山,"24°24'20.6""N 120°46'43.0""E",苗栗縣,三義鄉,"24.405711, 120.778623",苗栗縣三義鄉雙潭村雙連潭108號
1130,三義木雕,"24°24'21.4""N 120°45'39.5""E",苗栗縣,三義鄉,"24.405947, 120.760973",苗栗縣三義鄉廣盛村
1131,三義鴨箱寶,"24°24'42.8""N 120°46'30.1""E",苗栗縣,三義鄉,"24.411876, 120.775013",苗栗縣三義鄉
1132,3D彩繪天梯,"24°24'50.0""N 120°46'14.1""E",苗栗縣,三義鄉,"24.413888, 120.770583",苗栗縣三義鄉光復路建中國小3D彩繪階梯
1133,綠葉方舟,"24°23'18.4""N 120°46'43.7""E",苗栗縣,三義鄉,"24.388448, 120.778807",苗栗縣三義鄉勝興村
1134,勝興客家村,"24°23'18.3""N 120°46'55.3""E",苗栗縣,三義鄉,"24.388411, 120.782028",苗栗縣三義鄉 阿興手工麻糬
1135,大湖採草莓,"24°26'26.3""N 120°52'21.5""E",苗栗縣,大湖鄉,"24.440631, 120.872647",苗栗縣大湖鄉八寮灣33之11號
1136,苗栗天空之城,"24°20'53.9""N 120°46'42.1""E",苗栗縣,大湖鄉,"24.348311, 120.778355",苗栗縣大湖鄉新開村十份33號
1137,雪霸國家公園,"24°26'56.3""N 120°52'49.2""E",苗栗縣,大湖鄉,"24.448966, 120.880326",苗栗縣大湖鄉大湖
1138,宜蘭梅花湖,"24°38'34.2""N 121°43'58.9""E",宜蘭縣,冬山鄉,"24.642842, 121.733028",宜蘭縣冬山鄉梅花湖
1139,南庄老街,"24°35'57.6""N 120°59'57.4""E",苗栗縣,南庄鄉,"24.599332, 120.999279",苗栗縣南庄鄉
1140,苗栗客家圓樓,"24°36'12.8""N 120°49'23.9""E",苗栗縣,後龍鎮,"24.603547, 120.823305",苗栗縣後龍鎮校椅里7鄰新港三路295號
1141,苗栗英才書院,"24°36'31.5""N 120°48'57.4""E",苗栗縣,後龍鎮,"24.608735, 120.815938",苗栗縣後龍鎮新港三路700號
1142,後龍好望角,"24°36'07.1""N 120°43'52.4""E",苗栗縣,後龍鎮,"24.601965, 120.731231",苗栗縣後龍鎮後龍鎮半天寮休閒文化園區
1143,清安豆腐街,"24°26'50.7""N 120°54'21.6""E",苗栗縣,泰安鄉,"24.447402, 120.906005",苗栗縣泰安鄉苗62鄉道
1144,苗栗汶水老街,"24°27'22.8""N 120°52'35.2""E",苗栗縣,獅潭鄉,"24.456337, 120.876451",苗栗縣獅潭鄉汶水老街停車場
1145,銅鑼杭菊,"24°28'14.4""N 120°46'35.3""E",苗栗縣,銅鑼鄉,"24.470655, 120.776469",苗栗縣銅鑼鄉九湖村
1146,七里香玫瑰森林,"24°36'00.3""N 120°53'06.8""E",苗栗縣,頭屋鄉,"24.600085, 120.885222",苗栗縣頭屋鄉明德路226號台灣 號 雅聞
1147,苗栗賞桐特色建築巡禮,　
1148,華陶窯 ,"24°22'47.78"",120°42'20.88""",苗栗縣,苑裡鎮,"24.379944, 120.705806",苗栗縣苑裡鎮南勢里31號
1149,藺草文化館 ,"24°24'52.02"",120°41'8.27""",苗栗縣,苑裡鎮,"24.414444, 120.685639",苗栗縣苑裡鎮灣麗路99號
1150,山腳國小日治後期宿舍群 ,"24°25'2.57"",120°41'9.17""",苗栗縣,苑裡鎮,"24.417389, 120.685889",苗栗縣苑裡鎮舊社里47號
1151,東里家風,"24°26'34.69"",120°40'4.69""",苗栗縣,苑裡鎮,"24.442972, 120.667972",苗栗縣苑裡鎮苑坑里2鄰8號
1152,苗栗客家賞桐之旅,　
1153,三義木雕 ,"24°24'13.36"",120°45'38.88""",苗栗縣,三義鄉,"24.403722, 120.760806",苗栗縣三義鄉廣盛村水美街
1154,挑柴古道 ,"24°23'13.88"",120°46'56.93""",苗栗縣,三義鄉,"24.387194, 120.782472",苗栗縣三義鄉勝興村勝興車站旁
1155,勝興車站,"24°23'17.30"",120°46'55.42""",苗栗縣,三義鄉,"24.388139, 120.782056",苗栗縣三義鄉勝興村14鄰勝興89號
1156,魚藤坪斷橋(龍騰斷橋),"24°21'30.71"",120°46'25.82""",苗栗縣,三義鄉,"24.358528, 120.773833",苗栗縣三義鄉龍騰村
1157,西湖渡假村,"24°23'26.84"",120°45'34.31""",苗栗縣,三義鄉,"24.390778, 120.759528",苗栗縣三義鄉西湖村西湖11號
1158,苗栗客家文化園區,"24°27'45.18"",120°46'11.86""",苗栗縣,銅鑼鄉,"24.462556, 120.769972",苗栗縣銅鑼鄉九湖村銅科南路6號(銅鑼科學園區內)
1159,客家大院(桐花樂活公園),"24°28'16.10"",120°48'4.79""",苗栗縣,銅鑼鄉,"24.471139, 120.801333",苗栗縣銅鑼鄉龍泉15號(桐花公園內)
1160,桐遊客庄苗栗好好玩,　
1161,向天湖巴斯達隘祭典(矮靈祭),"24°35'0.89"",121°2'0.24""",苗栗縣,南庄鄉,"24.583583, 121.033389",苗栗縣南庄鄉東河村向天湖
1162,南庄(南庄老街) ,"24°35'56.58"",120°59'57.01""",苗栗縣,南庄鄉,"24.599056, 120.999167",苗栗縣南庄鄉大同路3號
1163,獅潭仙山,"24°32'30.01"",120°56'53.52""",苗栗縣,獅潭鄉,"24.541667, 120.948194",苗栗縣獅潭鄉與南庄鄉的交界
1164,飛牛牧場,"24°26'30.12"",120°44'28.72""",苗栗縣,通霄鎮,"24.441694, 120.741306",苗栗縣通霄鎮南和里166號
1165,魚藤坪斷橋(龍騰斷橋),"24°21'30.71"",120°46'25.82""",苗栗縣,三義鄉,"24.358528, 120.773833",苗栗縣三義鄉龍騰村
1166,勝興車站,"24°23'17.30"",120°46'55.42""",苗栗縣,三義鄉,"24.388139, 120.782056",苗栗縣三義鄉勝興村14鄰勝興89號
1167,南庄老街 桂花飄香入巷來,　
1168,南庄老街(桂花巷),"24°35'56.58"",120°59'57.01""",苗栗縣,南庄鄉,"24.599056, 120.999167",苗栗縣南庄鄉東村中正路
1169,橫龍山古道,"24°29'3.19"",120°57'51.88""",苗栗縣,泰安鄉,"24.484222, 120.964417",苗栗縣泰安鄉
1170,泰安溫泉,"24°28'16.79"",120°58'37.92""",苗栗縣,泰安鄉,"24.471333, 120.977194",苗栗縣泰安鄉錦水村
1171,清安豆腐街(清水老街),"24°26'50.82"",120°54'21.64""",苗栗縣,泰安鄉,"24.447444, 120.906000",苗栗縣泰安鄉清安村洗水坑一帶
1172,苗栗精選兩天一夜-悠遊大湖與南庄,　
1173,大湖酒莊,"24°25'44.69"",120°52'6.20""",苗栗縣,大湖鄉,"24.429083, 120.868389",苗栗縣大湖鄉富興村9鄰八寮灣2-4號
1174,清安豆腐街(清水老街),"24°26'50.82"",120°54'21.64""",苗栗縣,泰安鄉,"24.447444, 120.906000",苗栗縣泰安鄉清安村洗水坑一帶
1175,泰安溫泉,"24°28'16.79"",120°58'37.92""",苗栗縣,泰安鄉,"24.471333, 120.977194",苗栗縣泰安鄉錦水村
1176,苗栗精選兩天一夜-探訪名勝感受牧場自然之美,　
1177,三義木雕,"24°24'13.36"",120°45'38.88""",苗栗縣,三義鄉,"24.403722, 120.760806",苗栗縣三義鄉廣盛村水美街
1178,魚藤坪斷橋(龍騰斷橋) ,"24°21'30.71"",120°46'25.82""",苗栗縣,三義鄉,"24.358528, 120.773833",苗栗縣三義鄉龍騰村
1179,勝興車站,"24°23'17.30"",120°46'55.42""",苗栗縣,三義鄉,"24.388139, 120.782056",苗栗縣三義鄉勝興村14鄰勝興89號
1180,飛牛牧場,"24°26'30.12"",120°44'28.72""",苗栗縣,通霄鎮,"24.441694, 120.741306",苗栗縣通霄鎮南和里166號
1181,苗栗大湖 新興溫泉區泡湯樂 ,"24°24'30.38"",120°52'3.50""",苗栗縣,大湖鄉,"24.408444, 120.867639",苗栗縣大湖鄉大寮村水頭寮十鄰14號
1182,雪霸國家公園,"24°27'1.15"",120°52'42.02""",苗栗縣,大湖鄉,"24.450333, 120.878333",　
1183,石門水庫,"24°48'44.2""N 121°14'44.8""E",桃園市,大溪區,"24.812289, 121.245786",桃園市大溪區桃63鄉道
1184,慈湖,"24°50'25.6""N 121°17'35.9""E",桃園市,大溪區,"24.840433, 121.293316",　
1185,大溪風光,"24°53'06.7""N 121°17'14.9""E ",桃園市,大溪區,"24.885189, 121.287477 ",桃園市大溪區和平路63-33
1186,桃源仙谷,"24°47'09.2""N 121°16'40.5""E",桃園市,復興區,"24.785885, 121.277918",桃園市復興區羅馬公路
1187,小烏來,"24°47'26.4""N 121°22'30.6""E",桃園市,復興區,"24.790660, 121.375166",桃園市復興區小烏來瀑布
1188,角板山,"24°48'58.9""N 121°20'56.4""E",桃園市,復興區,"24.816356, 121.348996",桃園市復興區中正路133-1號角板山
1189,小人國,"24°49'53.5""N 121°11'14.2""E",桃園市,龍潭區,"24.831537, 121.187287",桃園市龍潭區小人國園區道路
1190,龍潭大池,"24°51'48.8""N 121°12'34.0""E",桃園市,龍潭區,"24.863557, 121.209449",桃園市龍潭區龍元路137-115
1191,三坑子,"24°50'38.2""N 121°14'52.7""E",桃園市,龍潭區,"24.843935, 121.247979",桃園市龍潭區桃園縣龍潭鄉三坑村5鄰76號
1192,佛陀世界,"24°48'19.8""N 121°14'21.3""E",桃園市,關西鎮,"24.805498, 121.239252",桃園市關西鎮佛陀世界-石門水庫觀景台
1193,永安竹圍漁港,"25°07'01.4""N 121°14'38.8""E",桃園縣,大園區,"25.117055, 121.244116",　
1194,桃園機場沿線景點,　,桃園縣,　,　,　
1195,桃園大溪賞桐生態遊,　
1196,百吉林蔭步道,"24°50'9.02"",121°18'8.46""",桃園縣,大溪區,"24.835833, 121.302361",桃園市大溪區復興路一段
1197,慈湖 ,"24°50'26.09"",121°17'34.26""",桃園縣,大溪區,"24.840583, 121.292861",桃園市大溪區福安里
1198,大艽芎古道,"24°49'49.58"",121°17'4.06""",桃園縣,大溪區,"24.830444, 121.284472",桃園市大溪區
1199,桃園龍潭大溪賞桐健走之旅,　
1200,小粗坑古道,"24°48'43.85"",121°13'17.58""",桃園縣,龍潭區,"24.812194, 121.221556",桃園市龍潭區高平村粗坑2鄰
1201,石門水庫,"24°48'41.36"",121°14'54.06""",桃園縣,龍潭區,"24.811500, 121.248361",桃園市龍潭區
1202,石門水庫自行車道 ,"24°50'34.91"",121°14'38.54""",桃園縣,龍潭區,"24.843028, 121.244028",桃園市龍潭區
1203,大溪老街(和平老街),"24°53'7.98"",121°17'14.96""",桃園縣,大溪區,"24.885556, 121.287500",桃園市大溪區和平路、中山路
1204,大溪老街 故人已逝 風華長留,　
1205,慈湖 ,"24°50'26.09"",121°17'34.26""",桃園縣,大溪區,"24.840583, 121.292861",桃園市大溪區福安里
1206,大溪陵寢,"24°50'31.92"",121°17'57.30""",桃園縣,大溪區,"24.842194, 121.299250",桃園市大溪區福安里
1207,桃園精選兩天一夜(二)玩樂園、逛水庫,　
1208,小人國主題樂園 ,"24°49'56.39"",121°11'9.78""",桃園縣,龍潭區,"24.832333, 121.186056",桃園市龍潭區高原村橫岡下60-2號
1209,大溪老街(和平老街),"24°53'7.98"",121°17'14.96""",桃園縣,大溪區,"24.885556, 121.287500",桃園市大溪區和平路、中山路
1210,石門水庫,"24°48'41.36"",121°14'54.06""",桃園縣,龍潭區,"24.811500, 121.248361",桃園市龍潭區
1211,慈湖,"24°50'26.09"",121°17'34.26""",桃園縣,大溪區,"24.840583, 121.292861",桃園市大溪區福安里
1212,桃園精選兩天一夜(一),　
1213,桃源仙谷,"24°47'16.51"",121°16'42.82""",桃園縣,復興區,"24.787917, 121.278556",桃園市復興區長興村上高遶8鄰5號
1214,石門水庫,"24°48'41.36"",121°14'54.06""",桃園縣,龍潭區,"24.811500, 121.248361",桃園市龍潭區
1215,慈湖 ,"24°50'26.09"",121°17'34.26""",桃園縣,大溪區,"24.840583, 121.292861",桃園市大溪區福安里
1216,李騰芳古厝,"24°53'27.38"",121°17'44.95""",桃園縣,大溪區,"24.890944, 121.295833",桃園市大溪區月眉里9鄰月眉路15號
1217, 大溪老街(和平老街),"24°53'7.98"",121°17'14.96""",桃園縣,大溪區,"24.885556, 121.287500",桃園市大溪區和平路、中山路
1218,黑松飲料博物館,"24°58'37.92"",121°14'13.42""",桃園縣,中壢區,"24.977194, 121.237056",桃園市中壢區中園路178號
1219,竹圍漁港,"25°7'0.88"",121°14'38.98""",桃園縣,大園區,"25.116917, 121.244167",桃園市大園區沙崙村
1220,戀人未滿，浪漫冒險之旅讓愛情迅速萌芽,　
1221,湖口老街 ,"24°52'37.88"",121°3'25.20""",桃園縣,湖口鄉,"24.877194, 121.057000",新竹縣湖口鄉湖口街
1222,馬武督探索森林,"24°46'8.08"",121°16'52.00""",桃園縣,關西鎮,"24.768917, 121.281111",新竹縣關西鎮錦山里12鄰138-3號
1223,關西蝙蝠洞 ,"24°50'19.18"",121°20'56.80""",桃園縣,關西鎮,"24.838667, 121.349111",新竹縣關西鎮六曲窩道路
1224,鴛鴦谷瀑布群,"24°45'2.70"",121°17'5.50""",桃園縣,尖石鄉,"24.750750, 121.284861",新竹縣尖石鄉水田道路
1225,桃源仙谷,"24°47'9.64"",121°16'40.51""",桃園縣,復興區,"24.786000, 121.277917",桃園市復興區長興村上高遶8鄰5號
1226,小烏來風景特定區,"24°47'35.66"",121°22'31.44""",桃園縣,復興區,"24.793250, 121.375389",桃園市復興區義盛村興溪道路
1227,小人國主題樂園,"24°49'56.39"",121°11'9.78""",桃園縣,龍潭區,"24.832333, 121.186056",桃園市龍潭區高原村橫岡下60-2號
1228,六福村主題遊樂園,"24°49'30.94"",121°10'50.02""",桃園市,關西鎮,"24.825250, 121.180556",新竹縣關西鎮六福村門口
1229,蘭嶼風情,"22°02'41.0""N 121°32'51.3""E",台東縣,蘭嶼鄉,"22.044716, 121.547571",台東縣蘭嶼鄉紅頭村
1230,綠島之美,"22°39'26.5""N 121°28'32.6""E",台東縣,綠島鄉,"22.657349, 121.475716",台東縣綠島鄉綠島
1231,金門采風,"24°26'39.9""N 118°22'17.9""E",金門縣,　,"24.444413, 118.371631",　
1232,馬祖優游,"26°09'27.6""N 119°57'22.8""E",連江縣,　,"26.157674, 119.956321",　
1233,戀念澎湖,"23°33'53.9""N 119°37'41.1""E",澎湖縣,　,"23.564969, 119.628069",澎湖縣湖西鄉城北村
1234,小琉球,"22°20'06.5""N 120°22'28.4""E",屏東縣,琉球鄉,"22.335151, 120.374568",屏東縣琉球鄉仁愛路39號琉球新漁港安檢所
1235,龜山島,"24°50'36.7""N 121°56'39.2""E",宜蘭縣,頭城鎮,"24.843525, 121.944233",宜蘭縣頭城鎮龜山島北岸碼頭
1236,金門 戰地遺址尋風華,"24°28'58.84"",118°19'15.38""",金門縣,　,"24.483000, 118.320944",林厝村古寧頭戰史館邮政编码: 892
1237,馬祖南北竿 石屋村落覓異國風,"26°9'2.38"",119°56'8.16""",連江縣,　,"26.150667, 119.935611",　
1238,澎湖賞花火：人文跳島旅行,　
1239,澎湖福朋喜來登酒店 ,"23°33'56.08""N 119°34'41.67""E",澎湖縣,馬公市,"23.565583, 119.578250",澎湖縣馬公市新店路197號
1240,澎湖跨海大橋 ,"23°39'28.33"",119°33'16.34""",澎湖縣,白沙鄉,"23.657861, 119.554528",澎湖縣白沙鄉
1241,通樑古榕,"23°39'23.98"",119°33'25.27""",澎湖縣,白沙鄉,"23.656667, 119.557028",澎湖縣白沙鄉通樑村149號
1242,西台古堡,"23°33'51.77"",119°29'22.99""",澎湖縣,西嶼鄉,"23.564389, 119.489722",澎湖縣西嶼鄉外垵村
1243,大菓葉柱狀玄武岩 ,"23°35'43.94"",119°30'59.00""",澎湖縣,西嶼鄉,"23.595528, 119.516389",澎湖縣西嶼鄉池東村10號
1244,二崁聚落保存區,"23°36'19.37"",119°31'10.63""",澎湖縣,西嶼鄉,"23.605389, 119.519611",澎湖縣西嶼鄉二崁村
1245,四眼井 ,"23°33'54.68"",119°33'53.96""",澎湖縣,馬公市,"23.565194, 119.565000",澎湖縣馬公市中央里中央街40號
1246,澎湖老街(中央老街),"23°33'52.13"",119°33'52.88""",澎湖縣,馬公市,"23.564472, 119.564694",澎湖縣馬公市中央街
1247,天后宮 ,"23°33'53.10"",119°33'50.54""",澎湖縣,馬公市,"23.564750, 119.564028",澎湖縣馬公市長安里正義街19號
1248,觀音亭,"23°34'4.26"",119°33'43.13""",澎湖縣,馬公市,"23.567861, 119.561972",澎湖縣馬公市中興里介壽路7號
1249,夢想家海景飯店,"23°33'46.40"",119°33'52.02""",澎湖縣,馬公市,"23.562889, 119.564444",澎湖縣馬公市臨海路36之1號
1250,吉貝嶼 ,"23°44'18.38"",119°36'45.94""",澎湖縣,白沙鄉,"23.738444, 119.612750",澎湖縣白沙鄉吉貝村187號
1251,赤崁碼頭,"23°40'3.83"",119°36'11.02""",澎湖縣,白沙鄉,"23.667722, 119.603056",澎湖縣白沙鄉赤崁村
1252,通樑古榕,"23°39'23.90"",119°33'25.49""",澎湖縣,白沙鄉,"23.656639, 119.557083",澎湖縣白沙鄉通樑村149號
1253,澎湖跨海大橋 ,"23°39'28.51"",119°33'16.45""",澎湖縣,白沙鄉,"23.657917, 119.554583",澎湖縣白沙鄉
1254,鯨魚洞 ,"23°39'18.25"",119°31'11.46""",澎湖縣,西嶼鄉,"23.655083, 119.519861",澎湖縣西嶼鄉小門嶼
1255,馬公市區,"23°33'58.74""N 119°33'55.40""E",澎湖縣,馬公市,"23.566306, 119.565389",澎湖縣馬公市中正路
1256,慢活澎湖~南二島的浪漫與人文,　
1257,南海遊客中心 ,"23°34'0.57""N 119°34'22.18""E",澎湖縣,馬公市,"23.566833, 119.572833",澎湖縣馬公市
1258,澎湖七美南滬港,"23°11'38.13""N 119°25'13.08""E",澎湖縣,七美鄉,"23.193917, 119.420306",　
1259,七美人塚,"23°11'31.24"",119°25'35.72""",澎湖縣,七美鄉,"23.192000, 119.426583",澎湖縣七美鄉南滬港東南方
1260,七美燈塔 ,"23°11'23.69""N 119°25'41.34""E",澎湖縣,七美鄉,"23.189917, 119.428139",　
1261,七美大獅風景區 ,"23°12'3.71""N 119°26'8.12""E",澎湖縣,七美鄉,"23.201028, 119.435583",　
1262,七美小台灣,"23°12'18.11"",119°26'33.18""",澎湖縣,七美鄉,"23.205028, 119.442556",澎湖縣七美鄉東湖村
1263,雙心石滬,"23°13'10.38"",119°26'48.12""",澎湖縣,七美鄉,"23.219556, 119.446694",澎湖縣七美鄉東湖村
1264,澎湖七美南滬港,"23°11'38.13""N 119°25'13.08""E",澎湖縣,七美鄉,"23.193917, 119.420306",　
1265,望安潭門港,"23°21'43.24""N 119°30'29.97""E",澎湖縣,望安鄉,"23.362000, 119.508333",　
1266,望安綠蠵龜觀光保育中心,"23°21'53.96""N 119°30'25.04""E",澎湖縣,望安鄉,"23.365000, 119.506944",　
1267,鴛鴦窟,"23°22'54.81""N 119°30'25.20""E",澎湖縣,望安鄉,"23.381889, 119.507000",　
1268,天台山,"23°22'53.31""N 119°29'39.90""E",澎湖縣,望安鄉,"23.381472, 119.494417",　
1269,中社聚落群(花宅聚落),"23°22'15.59""N 119°29'46.24""E",澎湖縣,望安鄉,"23.371000, 119.496167",　
